rec_id, given_name, surname, street_number, address_1, address_2, suburb, postcode, state, date_of_birth, soc_sec_id
rec-375-org, roy, sushames, 12, rossarden street, ferndale, camperdown, 2291, vic, 19191206, 6437446
rec-392-dup-1, thomas, berryman, 10, nemarang crescent, legacy vlge, para hfills, 6052, nt, 19020820, 1639092
rec-25-org, nicholas, miles, 94, bemboka crescent, thurlstone, tweed heads south, 2340, nsw, 19601222, 7652821
rec-48-org, trevor, lock, 308, hurley street, tall pines, cohuna, 3074, vic, 19770814, 1332434
rec-84-org, alana, thorpe, 10, weathers street, caravn park, ivanhoe, 2870, sa, 19580601, 5693831
rec-7-org, jessica, lomman, 109, rowntree crescent, hidden valle, smithfield, 5158, nsw, 19480721, 8386086
rec-154-org, ruby, clarke, 117, daley crescent, , burnside, 3044, qld, 19820709, 7689332
rec-4-dup-1, rabe, sean, 14, harris street, oakdale, , 3174, vic, 19350721, 9192090
rec-276-org, matthew, nguyen, 63, duffus place, ocean star villas, keiraville, 3178, nsw, 19710721, 7305660
rec-195-org, michael, dimitriovski, 6, dryandra street, spring ridge, midland, 4171, nsw, , 9905519
rec-81-org, hayley, spicer, 12, port jackson circuit, manor park, mill park, 6104, tas, 19020828, 5806379
rec-285-org, lukas, badger, 58, morrison street, greenslopes, clayton, 5061, qld, 19901213, 3447227
rec-69-org, hayden, geue, 19, goble street, , fennell bay, 4650, sa, 19280505, 9019817
rec-206-org, emiily, clarke, 9, geehi place, omaru, surry hills, 2256, nsw, 19360618, 8191768
rec-130-org, amber, lewkowicz, 92, cunningham street, gostwyck, yowie bay, 3941, qld, 19240323, 9032076
rec-4-dup-0, seab, rabe, 14, harris street, oakda le, , 3174, vic, 19350721, 9192090
rec-243-org, harry, stevedore, 108, bindon place, abbey fields, preston, 2526, qld, 19580207, 2405542
rec-287-org, michael, heidrich, 97, watterson place, , malabar, 6016, qld, 19250526, 7633805
rec-302-org, amy, hemmings, 7, mcintosh street, , taree, 0810, vic, 19160509, 7576740
rec-378-dup-0, kylee, weavr, 25, margany street, mlc building, kempsey, 0508, qld, , 3301701
rec-279-org, isabella, strangway, 10, collings street, somerset terraces, kaleen, 6164, nsw, 19071118, 3681175
rec-3-org, samuel, webb, 42, shortland crescent, sec 1, portarlington, 2303, , 19461230, 1486766
rec-29-org, zane, clarke, 11, o'connor circuit, , kingston-on-murray, 3730, qld, 19400428, 5351490
rec-94-dup-0, samuel, dixon, 31, sparkes close, gwandlaxzn, box hill south, 2632, qld, 19600411, 6268384
rec-197-org, jasper, rees, 54, lumeah street, calanna medcl centre, narellan vale, 2042, , 19490102, 9285859
rec-194-org, alicia, shinnick, 501, weddin circuit, cypress garden, hawthorn, 2198, vic, 19660526, 4517263
rec-38-dup-0, ashleigh, aberg, 138, jim pikem avenue, shadoof lodge, avoca, 3424, qld, 19251015, 9034664
rec-275-dup-0, anthea, lobert, 7, strickland crescent, pacific palm caravn park, scarsdale, 2204, wa, 19580722, 1243825
rec-214-org, tasman, mccourtie, 22, monkman street, winchester downs, carlingford, 3057, nsw, 19770702, 1139244
rec-66-org, grace, webb, 8, maraar place, , woopen creek, 4680, nsw, 19710325, 9318090
rec-102-org, noah, jervis, 34, donaldson street, unt 3, north rocks, 5290, qld, 19410705, 1520584
rec-127-dup-0, matthdw, mccarthy, 30, sandovercircuit, corinella, , 2759, vic, 19970418, 5664997
rec-262-dup-0, william, bridgland, 9, lawesplace, nullo mntain, balwyn north, 4034, nsw, 19711011, 1514542
rec-170-org, ashlie, crossman, 119, lumeah street, craigow, annandale, 2500, wa, 19580602, 1429013
rec-88-org, mhary, rees, 23, cooney court, , bulart, 6014, vic, 19960225, 8358367
rec-157-org, lauren, thiessen, 7, canberra avenue, crestwood, sippy downs, 2714, vic, 19240511, 3813337
rec-342-dup-1, adam, mccloskey, 3, holmes cdescent, dalkeith cottage, salter point, 4228, qld, 19060104, 3926459
rec-204-org, richard, lowe, 106, stopford crescent, , mossy point, 2065, nsw, 19010427, 2373395
rec-71-org, jacob, mort, 72, hardwick crescent, eastwood cottage, mitcham, 3550, nsw, 19860505, 9861195
rec-141-org, luke, hoang, 237, moore street, trevelen, cedar vale, 4014, vic, 19581113, 9847074
rec-346-org, tate, minto, 30, cumberlege crescent, river quays, nunawading, 3636, nsw, , 5309136
rec-328-org, ruby, donaldson, 71, hickenbotham street, hmas cerberus, scarborough, 2207, nsw, 19560128, 4607367
rec-133-org, molly, mason, 8, ellenborough street, uranbah, condell park, 3144, sa, 19110622, 3693138
rec-247-org, connor, gibb, 19, darcy close, the lakes retirement village, mosman, 3931, vic, 19770607, 9268224
rec-94-org, samuel, dixon, 31, sparkes close, gwandalan, box hill south, 2632, qld, 19600411, 6268384
rec-94-dup-1, samuel, dixon, 31, sparkesclose, gwandaoan, box hill south, 2362, qld, 19600411, 6268384
rec-15-org, emiily, ryan, 15, barwon street, aprt 18 the village, sandy bay, 4812, qld, 19011231, 9495528
rec-218-org, faith, egan, 13, burria place, villa 3, matraville, 6061, qld, 19410903, 8666441
rec-264-dup-0, megan, campbell, 21, , brentwood vlge, minto, 4313, act, 19871012, 7090323
rec-60-org, jack, tiller, 79, richter close, minora cotge, petrie, 6530, nsw, 19801030, 5970989
rec-22-org, jessica, , 14, nernst place, millard centre, , 2445, vic, 19370717, 9707190
rec-272-org, phoenix, santelices, 109, monkman street, , pennant hills, 4670, act, 19910809, 6281490
rec-32-org, chantelle, plane, 1, miller street, parish talowahl, clifton springs, 2446, vic, 19021012, 8629451
rec-384-dup-1, danny, eylesq, 19, fuhrman etreet, aminya vlge, heckenberg, 2195, nsw, 19880426, 8344164
rec-251-org, maya, shepherd, 307, mattingley court, gostwyck, chandler, 2195, nsw, 19120224, 5601732
rec-303-org, madison, newport, 1, nardoo crescent, teneriffe wharfs, tara, 3167, qld, 19341227, 4311033
rec-62-org, vanessa, shepherd, 130, wargila place, camerons creek, duncraig, 3233, qld, 19810123, 9094943
rec-343-org, jessica, berryman, 258, conway place, strathlea, irymple, 5096, nsw, 19431230, 7099897
rec-349-org, alissa, barnes-keoghan, 8, barnard circuit, windara, albany creek, 2148, qld, 19840218, 1239705
rec-217-org, tiahnee, ferris, 8, horsley crescent, marwara, nicholls, 6556, vic, 19570415, 6928433
rec-150-org, natasha, leane, 8, russell drysdale crescent, thomas scott village, lakemba, 3799, sa, 19580120, 5381758
rec-306-org, danny, dehass, 32, clive steele avenue, villa 127, robertson, 2134, vic, 19440411, 2279794
rec-159-org, brody, depold, 52, jacobs street, coulter court, fadden, 3844, vic, 19730511, 7962708
rec-122-org, lauren, coppock, 20, woollum street, village on the green, lalor park, 3779, nsw, 19111029, 5525569
rec-231-org, breana, reid, 26, philp place, moonylora, barkly, 3041, qld, , 8250880
rec-40-org, simon, longo, 2, bonnor close, morago, nightcliff, 2199, sa, 19760824, 7249542
rec-382-org, stephanie, soden, 14, london circuit, , eight mile plains, 2586, nsw, 19060426, 4066377
rec-127-dup-1, mattjew, mccarthy, 30, corinella, sandover circuit, lake conjola, 2759, vic, 19970418, 5664997
rec-78-org, montana, mason, 29, larakia street, miranda, clifton springs, 3167, wa, 19960511, 4398740
rec-319-org, alec, kahl-smith, 323, osborn place, , scotts creek, 2474, vic, 19020118, 1790456
rec-148-org, jessica, green, 10, whitty crescent, maroona park, elsternwick, 3188, qld, 19810205, 4153316
rec-378-dup-1, kylee, weaevr, 25, marganystreet, georgeforbes house, kempsey, 5008, qld, , 3301701
rec-47-org, , white, 4, coombe street, willaroo, bendigo north, 2140, nsw, 19460615, 1909197
rec-19-org, kyah, demarco, 2, bardsley place, rivonia, roxburgh park, 2650, nsw, 19820312, 8378940
rec-28-org, kelsea, nguyen, 7, newman morris circuit, walmount, , 4122, nsw, 19880612, 7949579
rec-72-org, wade, shoebridge, 31, ovens street, hillcrest specialist centre, heywood, 2153, qld, 19960524, 4867663
rec-311-org, hayley, wiechec, 36, marlock street, milly milly, kangaroo flat, 6076, vic, 19320906, 2163631
rec-90-org, riley, weavell, 18, winter street, inverpine ret vill, seymour, 2529, qld, 19170221, 3395174
rec-82-org, lochlan, heron, 40, correa street, wandana, eastwood, 5118, vic, 19990917, 2229993
rec-238-org, deakin, conaghty, 8, falls place, joint coal board, hopetoun, 4740, wa, 19490711, 5571751
rec-119-org, hannah, berry, 38, notting court, kingscliff shopping village, doubleview, 2617, nsw, 19011202, 4072301
rec-330-org, grace, noble, 186, blackham street, glenmore, rivett, 2206, vic, 19750909, 4749682
rec-81-dup-0, hayley, spicer, 12, port jackso n circuit, manor ark, mill park, 6104, tas, 19020828, 5806379
rec-114-org, connor, le lievre, 25, tytherleigh street, blues hills, ballarat, 2200, nsw, 19690219, 8690673
rec-261-org, elysse, berry, 17, gabriel place, kyeema vineyard, landsborough, 2486, nsw, , 4677479
rec-168-org, julia, ryan, 2, feathertop street, palestine, knoxfield, 2170, nsw, 19590326, 7471523
rec-342-dup-2, adam, kilby, 3, holmes c rescent, dalkeith cottage, salter qpoint, 4228, qld, , 3926459
rec-392-org, thomas, berryman, 10, nemarang crescent, legacy vlge, para hills, 6052, nt, 19521205, 1639092
rec-46-org, ashleigh, vincent, 15, bissenberger crescent, duck creek, patterson lakes, 5163, sa, 19390402, 7977792
rec-180-org, isabella, campbell, 120, higgins crescent, villa 427, mount eliza, 4226, vic, 19550826, 2824405
rec-36-org, aidan, grimwade, 32, scarborough street, lirambenda, winthrop, 3155, qld, 19710815, 8556250
rec-17-org, joel, lyddon, 18, lowanna street, ocean star villas, woodville south, 6172, vic, 19600214, 9906078
rec-147-org, allegra, pyle, 296, goldie place, shaudell, wolumla, 6169, wa, 19620201, 2315078
rec-281-dup-1, jack, reid, , summerland circuit, blue hills, nelon, 7009, vic, 19840304, 7181992
rec-332-dup-0, matthews, ryan, 22, blackman crescent, wyuna, daisy hill, 2604, nsw, 19490405, 9202152
rec-380-org, cheree, hare, 30, couchman crescent, farm shed, albury, 3700, nsw, 19320218, 9923655
rec-56-org, imogen, stephenson, 6, macpherson street, , bacchus marsh, 6027, nsw, 19720602, 1590719
rec-359-org, william, lipscombe, 17, driver place, , johnsonville, 7215, vic, 19420722, 8523170
rec-85-org, millane, pontifex, 54, duncan street, downland stud, wyong, 4561, act, 19850830, 7488448
rec-338-org, liam, sellmann, 3, oldham court, terra nostra, avondale heights, 6060, nsw, 19520208, 6812093
rec-211-org, harry, beattie, 10, brownless street, byeni rummerys hill, plumpton, 4305, nsw, 19720720, 1400635
rec-223-org, matthew, passmore, 60, , flt 17, frankston, 3185, sa, 19630701, 4538594
rec-93-org, harrison, culliton, 17, moorhouse street, banksia springs, jesmond, 2104, nsw, 19271119, 6484094
rec-34-org, heath, cheshire, 47, namatjira drive, park ave vet hosptl, yeronga, 2086, wa, 19830628, 2329235
rec-140-org, oakleigh, cowell, 20, scarlett street, brunniana, launceston south, 4570, nsw, 19300404, 9925141
rec-127-org, matthew, mccarthy, 30, sandover circuit, corinella, lake conjola, 2759, vic, 19970418, 5664997
rec-378-org, kylee, weaver, 25, margany street, george forbes house, kempsey, 5008, qld, , 3301701
rec-240-org, lauren, foottit, 36, womba place, cheshire, north sydney, 6112, qld, 19150219, 6127753
rec-214-dup-0, faith, mccourie, 22, monkman street, winchester downs, carlingford, 3057, nsw, 19770702, 1139244
rec-235-org, chantelle, bottroff, 99, nepean place, burramunda, yamba, 3815, nsw, 19611220, 1692860
rec-186-org, zachary, lehane, 32, kennewell place, yambira, north sydney, 2089, nsw, 19700512, 3235513
rec-155-org, joshua, vincent, 30, pomeroy street, dragon rising, broadmeadows, 3844, sa, 19370707, 3605343
rec-179-org, mitchell, greenhalgh, 18, hilton close, , maribyrnong, 6152, wa, 19350915, 7524553
rec-233-org, alana, gaskin, 26, , toora, moresby, 3187, nsw, 19790719, 5103759
rec-35-org, jessica, hand, 31, girdlestone circuit, belongil beach house, melton south, 3174, vic, 19700312, 9558344
rec-339-org, rohan, bellamy, 10, , garaweh, terrey hills, 5095, wa, 19890414, 8112760
rec-309-org, max, jardine, 4, hope street, , nunawading, 6323, wa, 19410324, 7998591
rec-43-org, nicole, campbell, 138, maclachlan street, walmount, west wyalong, 2226, wa, 19450814, 4722090
rec-307-org, brianna, lewis-brown, 165, lipscomb place, glenview, dover heights, 2478, vic, 19370925, 2943022
rec-299-dup-0, jackson, hewson, 82, gulgong place, thomas sctot village, noble park, 2115, vic, 19640616, 9611875
rec-374-dup-1, eloide, coxon, 3, , , blackall, 4300, vic, 19950128, 9053506
rec-239-org, aurora, paterson, 17, lawrence crescent, handley, toowoomba, 3025, vic, 19581008, 4108527
rec-334-org, layla, stephenson, 75, john cleland crescent, kooyong, ormond, 6530, qld, 19661027, 4082462
rec-177-org, harry, clarke, 24, , ferndale, sunshine, 2465, qld, 19120901, 2028395
rec-248-org, angus, fauser, 454, gsell place, shangrila cvan park, elimbah, 2155, nsw, 19740124, 7647759
rec-399-dup-1, berryamn, ella, , house circuit, rowethorpe, ivanhoe east, 5280, wa, 19801212, 1320277
rec-214-dup-1, tasman, mccoutrie, 22, monkman street, winchester downs, carlingford, 3057, hsw, 19770702, 1139244
rec-59-dup-0, james, mason, 43, anderson street, , como, 3155, nws, 19190213, 9672666
rec-110-dup-0, matthews, oliver, 25, harry hopman circuit, sunday creek, seafroth, 5630, nsw, 19880321, 9400702
rec-28-dup-1, daniel, nguyne, 7, newmanmorris circuit, walmount, , 4122, nsw, 19880612, 7949579
rec-115-org, andrew, cobbett, 39, achernar close, berri cottage hmes, dianella, 6110, nsw, 19730811, 6190388
rec-392-dup-0, berryman, thomas, 10, nemarang crescent, legacy vlge, para hlls, 6052, nt, 19521205, 1639092
rec-12-org, emiily, bishop, 44, stenhouse close, phillip island, armidale, 7000, sa, 19871008, 7102284
rec-132-dup-0, evison, eliza, 585, mirning c rescent, brightwater villas, dapto, 2566, vic, , 8585425
rec-158-org, jemima, datlen, 2, , gobongo, parramatta, 2602, vic, 19361220, 4813453
rec-31-org, hayley, neville, 103, fairbridge crescent, willaroo, moorland, 2131, vic, 19800912, 8046416
rec-395-dup-0, benjamin, stede, 62, sec 5169, moule pace, unanderrha, 3018, wa, 19640422, 7888753
rec-275-org, anthea, lobert, 7, strickland crescent, pacific palms caravn park, scarsdale, 2204, wa, 19580722, 1243825
rec-24-org, asha, bowerman, 28, kenyon circuit, , karratha, 3199, vic, 19731121, 1122240
rec-57-org, riley, lomman, 136, vancouver street, tourist park, stonyfell, 2761, vic, 19661009, 2804154
rec-253-org, isabelle, webb, 1, maund place, brentwood vlge, laverton, 2153, qld, 19040320, 1013870
rec-224-org, eliza, reid, 10, glencross street, john flynn hospital, toowoomba, 2161, nsw, 19211103, 9798544
rec-344-org, william, abeywickrama, 32, foveaux street, cronk coar, pimlico, 6167, qld, 19750311, 6275766
rec-109-org, kelsea, purtell, 38, longman street, loormeah park, fairlight, 4059, sa, 19700318, 3934869
rec-147-dup-1, pyle, allegra, 296, goldie place, shaudell, wolumla, 6169, wa, 19620201, 2315078
rec-317-org, ebony, barnaby, 173, alston street, moranbah, cowra, 3196, qld, 19961213, 5124885
rec-304-org, kye, ryan, 1, barraclough crescent, orana gardens retirement village, wooragee, 2450, act, 19510309, 7192066
rec-64-org, william, green, 14, lomatia place, kullaroo, casula, 2261, nsw, 19180512, 9304375
rec-92-org, anna, hudd, 16, william hudson crescent, killarloo, elizabeth vale, 4575, nsw, 19371102, 5699933
rec-91-org, nathan, byers, 39, ferguson circuit, golden down, taree, 4113, nsw, 19570223, 9621087
rec-41-org, thomas, solis, 16, jane price crescent, marwara, brighton, 2025, qld, 19510119, 3208045
rec-291-org, charlotte, novak, , john cleland crescent, weemilah, clayton, 2779, act, 19650801, 5244915
rec-390-dup-2, thomas, thandi, 45, tyrrell circuit, tobruk hse, wallan, 2177, vic, 19051015, 8517101
rec-174-org, fiona, matthews, 24, golden grove, downlands farm, acacia ridge, 2029, nsw, 19181012, 9247061
rec-184-org, andrew, bishop, 163, la perouse street, south gwandalan, frankston, 3630, qld, 19951219, 9592204
rec-74-org, chloe, lansdell, 18, duffy street, bindaree, ruse, 5096, nsw, 19700603, 7529854
rec-341-org, mitchell, reid, 35, pridham street, eagle crest, raymond island, 2144, sa, 19060530, 9026056
rec-14-org, isabelle, miles, 86, blanc court, market town centre, figtree, 2131, vic, 19170515, 6595776
rec-30-org, phoebe, bishop, 5, pavonia street, lapoinya, coonabarabran, 3068, sa, 19430704, 4549374
rec-27-org, aiden, hanna, 1030, woodfull loop, old kapoola, lavington, 2250, nsw, 19191211, 1395599
rec-336-org, kate, nicolle, , kennedy street, jacklin park farmstay, slacks creek, 2026, nsw, 19690425, 7148818
rec-118-org, , crouch, 42, kambalda crescent, bonnie doon, mooroolbark, 2614, vic, 19770621, 9990780
rec-166-org, madison, clarke, 12, beggs place, eldwick, kincumber, 3472, tas, 19581209, 5669375
rec-6-org, bailee, thurlow, 121, paterick place, rockview, semaphore south, 2154, sa, 19220218, 7574301
rec-259-org, taliah, quack, 142, giles street, charleston, mount pleasant, 3012, nsw, 19031211, 9062635
rec-178-org, , ryan, 17, benson crescent, west park, tannum sands, 4820, nsw, 19580521, 3566285
rec-190-org, caitlin, marczuk, 12, parer street, villa 3, ringwood north, 4807, sa, 19620209, 2493342
rec-89-org, april, plevin, 15, whitton close, oaklands village, eaglehawk, 3886, vic, 19820105, 4018600
rec-209-org, lachlan, betrum, 20, port jackson circuit, tregoning station, graceville, 6316, wa, 19920414, 5971938
rec-73-org, noah, , 50, redcliffe street, , box hill south, 2209, wa, 19390422, 4497141
rec-377-org, madison, clarke, 180, vagabond crescent, villa 5, ryde, 4455, vic, 19090811, 9036308
rec-108-org, ebony, saines, 412, olympus way, woodlands surgery centre, bridgeman downs, 2323, nsw, 19570701, 5012241
rec-314-dup-0, emiily, reid, 391, finniss c rescent, hornsbie, yorkeys knob, 4169, vic, 19811110, 1033627
rec-326-org, emiily, witty, 22, jondol place, brentwood vlge, coolaroo, 4670, nsw, 19421209, 6031176
rec-226-org, harrison, kostrzynski, 38, watts street, alanvale, coolamon, 2440, vic, 19100802, 3166062
rec-124-org, alison, dolliver, 7, ashley drive, cudgelo, willetton, 2280, nsw, 19860109, 5172035
rec-395-org, ella, steed, 62, moule place, sec 1569, unanderra, 3018, wa, 19640422, 7888753
rec-132-org, eliza, evison, 585, mirning crescent, brightwater villas, dapto, 2566, vic, 19240619, 8585425
rec-79-org, finlay, zimmermann, 8, currong street, unt 2, attunga, 6157, wa, 19990402, 6196137
rec-86-org, jaden, stanley, 9, bingham circuit, talula cottage, petersham, 2753, vic, , 3967457
rec-221-dup-0, kane, webb, 19, barron street, ellango wan, , 3081, nsw, 19031013, 3137764
rec-0-org, jasper, polles, 16, tullaroop street, dunfield park, boulder, 4370, nsw, 19170428, 8333202
rec-121-org, zachary, rees, 6, allara street, spring creek, smithfield plains, 7018, nsw, 19390826, 4301967
rec-199-org, jacqueline, jesser, 30, newdegate street, rowallen estate, bray park, 4506, qld, 19280411, 7596371
rec-246-dup-2, abigail, tilliard, 17, handasyd ejtreet, westerdale, gosford east, 3400, qld, 19390730, 3117829
rec-77-org, angus, white, 85, darambal street, jarrah, malvern east, 4068, nsw, 19501102, 3091477
rec-374-org, eloise, coxon, 3, petterd street, , blackall, 4300, vic, 19950128, 9053506
rec-220-org, marcus, hayball, 36, hollis place, lamington national, sisters creek beach, 2067, vic, 19310810, 3567948
rec-266-org, riley, sarantopoulos, 3, fullwood street, kangarilla, giralang, 4883, sa, 19990124, 9851199
rec-215-org, joshua, havelberg, 16, whiteley street, nurse's residence calvary hospital, slacks creek, 6176, vic, 19981003, 1328006
rec-201-org, aidan, record, 48, bolden place, lake downs super fine merino stud, yass, 4405, nsw, 19550704, 1435639
rec-390-dup-0, thandi, thomas, 40, tyrrell circuit, tobruk hse, atwell, 2177, wa, 19051015, 8517101
rec-242-org, abbey, white, 12, crisp circuit, norfolk estate, thornbury, 4061, tas, 19091030, 2410982
rec-205-org, isabella, dixon, 97, butler place, the sycamores, devonport, 4214, nsw, 19661028, 8629635
rec-33-org, lachlan, bansgrove, 17, diamond street, moorhouse, byford, 2747, nsw, 19820529, 6117057
rec-301-org, mitchell, coppola, 6, broadsmith street, minoru, curtis island, 2611, qld, 19280412, 4197536
rec-202-org, saara, noack, 330, taylor street, cooee, wangaratta, 2261, sa, 19780926, 1409013
rec-281-dup-0, jaci, reid, 63, summerland circuit, blue hlils, nelson, 7009, vic, 19840304, 7181992
rec-394-org, thomas, white, 55, woodfull loop, stone oak farm, tarragindi, 3197, qld, 19270128, 3739737
rec-277-org, reece, georgiadis, 34, payne place, medical centre, concord, 3188, vic, 19541105, 5999331
rec-11-org, katie, banham, 76, mcclelland avenue, willows trees, chester hill, 3058, vic, 19440924, 3907081
rec-352-org, talia, tiller, , mirrool street, brentwood vlge, trott park, 4130, nsw, 19581127, 9099203
rec-392-dup-2, thomas, berryman, 10, nemarang crscent, legac y vlge, para hklls, 6052, nt, 19521205, 1639092
rec-384-dup-0, danny, eyls, 19, aminya vlge, fuhrman s treet, heckenberg, 2195, nsw, 19880426, 8344164
rec-372-org, samantha, jervis, 58, hale place, naringal orchard, picton, 2064, nsw, 19150203, 7358005
rec-98-org, timothy, ryan, 34, gibbs place, locn 2093, lansvale, 4680, vic, 19950329, 1225202
rec-97-org, jenna, matthews, 20, gilmore crescent, marando, wandandian, 2450, vic, 19721031, 4058396
rec-80-org, haylee, reid, 8, mccawley street, tewantin plaza, tingalpa, 4878, qld, 19631221, 2747252
rec-363-org, , spark, 4, caldwell street, marina park, elizabeth park, 2463, vic, 19840527, 7243592
rec-171-org, joshua, bartel, 140, davidson street, studio indigo, prospect vale, 3188, qld, 19660907, 2183042
rec-292-org, xavier, ryan, 23, wollaston place, louisa tor 4, taree, 3793, nsw, 19891215, 6960675
rec-361-org, keira, nicoll, 24, university avenue, white house, clearview, 3220, nsw, 19590722, 3521373
rec-123-org, arki, ryan, 216, purnell place, cotton tree caravan park, seaview downs, 3221, nsw, 19160924, 2556166
rec-270-org, georgia, mcandrew, 196, city walk, gwandalan, frankston, 5113, wa, 19030721, 7102791
rec-76-org, sam, perriam, 19, scrivener street, glenbrae, bull creek, 4061, qld, 19440620, 4176370
rec-283-org, sarah, whiteley, 57, mchugh street, heritage manor est, coromandel valley, 2700, sa, 19160309, 5658591
rec-153-org, brooklyn, slawinski, 121, fullerton crescent, murray vale lodge, mount pleasant, 3531, vic, 19871223, 2582206
rec-313-org, hamish, jaudzems, 31, yerrabi place, , bayswater, 3039, nsw, 19361031, 2189345
rec-220-dup-0, marcus, hayball, 36, hollis place, lamingtonnational, galston, 2067, vic, 19310810, 3567948
rec-398-org, lucinda, white, 4, mccormack street, the tops, pallarenda, 4019, vic, 19850308, 6528656
rec-50-org, sophie, mildren, 54, owen dixon drive, apt 21 the manor, balhannah, 7010, qld, 19710106, 8775316
rec-168-dup-1, james, ryan, 2, feathertop street, palestine, knoxfield, 2170, nsw, 19871214, 7471523
rec-152-org, dimitri, clarke, 20, cobby street, rbm 1020, natte yallock, 4116, sa, 19950920, 9801032
rec-1-org, casey, george, 27, fullagar crescent, the rookery, murray bridge, 5223, wa, 19480518, 7732987
rec-379-org, jessica, astley, 61, mirning crescent, clems place, brooweena, 4116, vic, 19150918, 9087877
rec-264-dup-1, megan, campbell, 21, dacomb court, brentwo od vlge, minto, 4313, act, 19871012, 7090323
rec-394-dup-2, erin, white, 55, woodfull loop, stone oak farm, tarragindi, 3197, qld, 19270128, 3739337
rec-268-org, ella, george, 15, kingscote crescent, wunnamurra homestead, san remo, 6066, qld, 19660101, 9185138
rec-93-dup-0, harrinson, culliton, 13, moorhouse street, banksi a srings, jesmond, 2104, nsw, 19271119, 6484094
rec-105-org, sophie, white, 21, bell street, bunavon, auburn, 6061, vic, 19251029, 6382613
rec-299-org, andrew, hewson, 82, gulgong place, thomas scott village, noble park, 2115, vic, 19640616, 9611875
rec-49-org, caitlin, ryan, 21, sturt avenue, brumpton street, lismore, 2064, wa, 19990103, 1233213
rec-274-org, kayla, shepherd, 11, wallaroo road, burnside, wanneroo, 4165, nsw, 19661123, 4128484
rec-232-org, grace, myles, 34, cordeaux street, , trafalgar, 6230, vic, 19630824, 9056698
